icd9,phecode,phenotype
1917,191,Manlignant and unknown neoplasms of brain and nervous system
1917,191,Manlignant and unknown neoplasms of brain and nervous system
1917,191,Manlignant and unknown neoplasms of brain and nervous system
1918,191,Manlignant and unknown neoplasms of brain and nervous system
1918,191,Manlignant and unknown neoplasms of brain and nervous system
1918,191,Manlignant and unknown neoplasms of brain and nervous system
1919,191,Manlignant and unknown neoplasms of brain and nervous system
1919,191,Manlignant and unknown neoplasms of brain and nervous system
1919,191,Manlignant and unknown neoplasms of brain and nervous system
1920,191,Manlignant and unknown neoplasms of brain and nervous system
1920,191,Manlignant and unknown neoplasms of brain and nervous system
1921,191,Manlignant and unknown neoplasms of brain and nervous system
1921,191,Manlignant and unknown neoplasms of brain and nervous system
1922,191,Manlignant and unknown neoplasms of brain and nervous system
1922,191,Manlignant and unknown neoplasms of brain and nervous system
193,193,Thyroid cancer
1940,194,Cancer of other endocrine glands
1941,194,Cancer of other endocrine glands
1943,194,Cancer of other endocrine glands
1945,194,Cancer of other endocrine glands
1950,195,"Cancer, suspected or other"
1950,195,"Cancer, suspected or other"
1951,164,Cancer of intrathoracic organs
1952,195,"Cancer, suspected or other"
1952,195,"Cancer, suspected or other"
1953,195,"Cancer, suspected or other"
1953,195,"Cancer, suspected or other"
1958,195,"Cancer, suspected or other"
1958,195,"Cancer, suspected or other"
1960,198,Secondary malignant neoplasm
1960,198,Secondary malignant neoplasm
1961,198,Secondary malignant neoplasm
1961,198,Secondary malignant neoplasm
1962,198,Secondary malignant neoplasm
1962,198,Secondary malignant neoplasm
1963,198,Secondary malignant neoplasm
1963,198,Secondary malignant neoplasm
1965,198,Secondary malignant neoplasm
1965,198,Secondary malignant neoplasm
1966,198,Secondary malignant neoplasm
1966,198,Secondary malignant neoplasm
1968,198,Secondary malignant neoplasm
1968,198,Secondary malignant neoplasm
1969,198,Secondary malignant neoplasm
1969,198,Secondary malignant neoplasm
1970,198,Secondary malignant neoplasm
1970,198,Secondary malignant neoplasm
1971,198,Secondary malignant neoplasm
1971,198,Secondary malignant neoplasm
1972,198,Secondary malignant neoplasm
1972,198,Secondary malignant neoplasm
1973,198,Secondary malignant neoplasm
1973,198,Secondary malignant neoplasm
1974,198,Secondary malignant neoplasm
1974,198,Secondary malignant neoplasm
1975,198,Secondary malignant neoplasm
1975,198,Secondary malignant neoplasm
1976,198,Secondary malignant neoplasm
1976,198,Secondary malignant neoplasm
1977,198,Secondary malignant neoplasm
1977,198,Secondary malignant neoplasm
1978,198,Secondary malignant neoplasm
1978,198,Secondary malignant neoplasm
1980,198,Secondary malignant neoplasm
1981,198,Secondary malignant neoplasm
1982,198,Secondary malignant neoplasm
1982,198,Secondary malignant neoplasm
1983,198,Secondary malignant neoplasm
1983,198,Secondary malignant neoplasm
1984,198,Secondary malignant neoplasm
1984,198,Secondary malignant neoplasm
1985,198,Secondary malignant neoplasm
1985,198,Secondary malignant neoplasm
1986,198,Secondary malignant neoplasm
1987,198,Secondary malignant neoplasm
19881,198,Secondary malignant neoplasm
19882,198,Secondary malignant neoplasm
19889,198,Secondary malignant neoplasm
1990,195,"Cancer, suspected or other"
1990,195,"Cancer, suspected or other"
1991,195,"Cancer, suspected or other"
1991,195,"Cancer, suspected or other"
20000,202,"Cancer of other lymphoid, histiocytic tissue"
20000,202,"Cancer of other lymphoid, histiocytic tissue"
20000,202,"Cancer of other lymphoid, histiocytic tissue"
20001,202,"Cancer of other lymphoid, histiocytic tissue"
20001,202,"Cancer of other lymphoid, histiocytic tissue"
20001,202,"Cancer of other lymphoid, histiocytic tissue"
20002,202,"Cancer of other lymphoid, histiocytic tissue"
20002,202,"Cancer of other lymphoid, histiocytic tissue"
20002,202,"Cancer of other lymphoid, histiocytic tissue"
20003,202,"Cancer of other lymphoid, histiocytic tissue"
20003,202,"Cancer of other lymphoid, histiocytic tissue"
20003,202,"Cancer of other lymphoid, histiocytic tissue"
20005,202,"Cancer of other lymphoid, histiocytic tissue"
20005,202,"Cancer of other lymphoid, histiocytic tissue"
20005,202,"Cancer of other lymphoid, histiocytic tissue"
20008,202,"Cancer of other lymphoid, histiocytic tissue"
20008,202,"Cancer of other lymphoid, histiocytic tissue"
20008,202,"Cancer of other lymphoid, histiocytic tissue"
20010,202,"Cancer of other lymphoid, histiocytic tissue"
20010,202,"Cancer of other lymphoid, histiocytic tissue"
20010,202,"Cancer of other lymphoid, histiocytic tissue"
20011,202,"Cancer of other lymphoid, histiocytic tissue"
20011,202,"Cancer of other lymphoid, histiocytic tissue"
20011,202,"Cancer of other lymphoid, histiocytic tissue"
20018,202,"Cancer of other lymphoid, histiocytic tissue"
20018,202,"Cancer of other lymphoid, histiocytic tissue"
20018,202,"Cancer of other lymphoid, histiocytic tissue"
20020,202,"Cancer of other lymphoid, histiocytic tissue"
20020,202,"Cancer of other lymphoid, histiocytic tissue"
20021,202,"Cancer of other lymphoid, histiocytic tissue"
20021,202,"Cancer of other lymphoid, histiocytic tissue"
20022,202,"Cancer of other lymphoid, histiocytic tissue"
20022,202,"Cancer of other lymphoid, histiocytic tissue"
20023,202,"Cancer of other lymphoid, histiocytic tissue"
20023,202,"Cancer of other lymphoid, histiocytic tissue"
20024,202,"Cancer of other lymphoid, histiocytic tissue"
20024,202,"Cancer of other lymphoid, histiocytic tissue"
20028,202,"Cancer of other lymphoid, histiocytic tissue"
20028,202,"Cancer of other lymphoid, histiocytic tissue"
20030,202,"Cancer of other lymphoid, histiocytic tissue"
20030,202,"Cancer of other lymphoid, histiocytic tissue"
20033,202,"Cancer of other lymphoid, histiocytic tissue"
20033,202,"Cancer of other lymphoid, histiocytic tissue"
20037,202,"Cancer of other lymphoid, histiocytic tissue"
20037,202,"Cancer of other lymphoid, histiocytic tissue"
20040,202,"Cancer of other lymphoid, histiocytic tissue"
20040,202,"Cancer of other lymphoid, histiocytic tissue"
20042,202,"Cancer of other lymphoid, histiocytic tissue"
20042,202,"Cancer of other lymphoid, histiocytic tissue"
20047,202,"Cancer of other lymphoid, histiocytic tissue"
20047,202,"Cancer of other lymphoid, histiocytic tissue"
20048,202,"Cancer of other lymphoid, histiocytic tissue"
20048,202,"Cancer of other lymphoid, histiocytic tissue"
20050,202,"Cancer of other lymphoid, histiocytic tissue"
20050,202,"Cancer of other lymphoid, histiocytic tissue"
20060,202,"Cancer of other lymphoid, histiocytic tissue"
20060,202,"Cancer of other lymphoid, histiocytic tissue"
20060,202,"Cancer of other lymphoid, histiocytic tissue"
20070,202,"Cancer of other lymphoid, histiocytic tissue"
20070,202,"Cancer of other lymphoid, histiocytic tissue"
20070,202,"Cancer of other lymphoid, histiocytic tissue"
20071,202,"Cancer of other lymphoid, histiocytic tissue"
20071,202,"Cancer of other lymphoid, histiocytic tissue"
20071,202,"Cancer of other lymphoid, histiocytic tissue"
20078,202,"Cancer of other lymphoid, histiocytic tissue"
20078,202,"Cancer of other lymphoid, histiocytic tissue"
20078,202,"Cancer of other lymphoid, histiocytic tissue"
20080,202,"Cancer of other lymphoid, histiocytic tissue"
20080,202,"Cancer of other lymphoid, histiocytic tissue"
20148,201,Hodgkin's disease
20150,201,Hodgkin's disease
20152,201,Hodgkin's disease
20158,201,Hodgkin's disease
20190,201,Hodgkin's disease
20191,201,Hodgkin's disease
20192,201,Hodgkin's disease
20198,201,Hodgkin's disease
20200,202,"Cancer of other lymphoid, histiocytic tissue"
20200,202,"Cancer of other lymphoid, histiocytic tissue"
20200,202,"Cancer of other lymphoid, histiocytic tissue"
20201,202,"Cancer of other lymphoid, histiocytic tissue"
20201,202,"Cancer of other lymphoid, histiocytic tissue"
20201,202,"Cancer of other lymphoid, histiocytic tissue"
20203,202,"Cancer of other lymphoid, histiocytic tissue"
20203,202,"Cancer of other lymphoid, histiocytic tissue"
20203,202,"Cancer of other lymphoid, histiocytic tissue"
20205,202,"Cancer of other lymphoid, histiocytic tissue"
20205,202,"Cancer of other lymphoid, histiocytic tissue"
20205,202,"Cancer of other lymphoid, histiocytic tissue"
20206,202,"Cancer of other lymphoid, histiocytic tissue"
20206,202,"Cancer of other lymphoid, histiocytic tissue"
20206,202,"Cancer of other lymphoid, histiocytic tissue"
20208,202,"Cancer of other lymphoid, histiocytic tissue"
20208,202,"Cancer of other lymphoid, histiocytic tissue"
20208,202,"Cancer of other lymphoid, histiocytic tissue"
20210,202,"Cancer of other lymphoid, histiocytic tissue"
20210,202,"Cancer of other lymphoid, histiocytic tissue"
20211,202,"Cancer of other lymphoid, histiocytic tissue"
20211,202,"Cancer of other lymphoid, histiocytic tissue"
20212,202,"Cancer of other lymphoid, histiocytic tissue"
20212,202,"Cancer of other lymphoid, histiocytic tissue"
20213,202,"Cancer of other lymphoid, histiocytic tissue"
20213,202,"Cancer of other lymphoid, histiocytic tissue"
20218,202,"Cancer of other lymphoid, histiocytic tissue"
20218,202,"Cancer of other lymphoid, histiocytic tissue"
20220,202,"Cancer of other lymphoid, histiocytic tissue"
20220,202,"Cancer of other lymphoid, histiocytic tissue"
20240,204,Leukemia
20243,204,Leukemia
20252,202,"Cancer of other lymphoid, histiocytic tissue"
20260,202,"Cancer of other lymphoid, histiocytic tissue"
20270,202,"Cancer of other lymphoid, histiocytic tissue"
20270,202,"Cancer of other lymphoid, histiocytic tissue"
20278,202,"Cancer of other lymphoid, histiocytic tissue"
20278,202,"Cancer of other lymphoid, histiocytic tissue"
20280,202,"Cancer of other lymphoid, histiocytic tissue"
20280,202,"Cancer of other lymphoid, histiocytic tissue"
20281,202,"Cancer of other lymphoid, histiocytic tissue"
20281,202,"Cancer of other lymphoid, histiocytic tissue"
20282,202,"Cancer of other lymphoid, histiocytic tissue"
20282,202,"Cancer of other lymphoid, histiocytic tissue"
20283,202,"Cancer of other lymphoid, histiocytic tissue"
20283,202,"Cancer of other lymphoid, histiocytic tissue"
20285,202,"Cancer of other lymphoid, histiocytic tissue"
20285,202,"Cancer of other lymphoid, histiocytic tissue"
20287,202,"Cancer of other lymphoid, histiocytic tissue"
20287,202,"Cancer of other lymphoid, histiocytic tissue"
20288,202,"Cancer of other lymphoid, histiocytic tissue"
20288,202,"Cancer of other lymphoid, histiocytic tissue"
20290,202,"Cancer of other lymphoid, histiocytic tissue"
20290,202,"Cancer of other lymphoid, histiocytic tissue"
20300,204,Leukemia
20300,204,Leukemia
20301,204,Leukemia
20301,204,Leukemia
20302,204,Leukemia
20302,204,Leukemia
20310,204,Leukemia
20312,204,Leukemia
20380,204,Leukemia
20380,204,Leukemia
20382,204,Leukemia
20382,204,Leukemia
20400,204,Leukemia
20400,204,Leukemia
20400,204,Leukemia
20401,204,Leukemia
20401,204,Leukemia
20401,204,Leukemia
20402,204,Leukemia
20402,204,Leukemia
20402,204,Leukemia
20410,204,Leukemia
20410,204,Leukemia
20410,204,Leukemia
20411,204,Leukemia
20411,204,Leukemia
20411,204,Leukemia
20412,204,Leukemia
20412,204,Leukemia
20412,204,Leukemia
20480,204,Leukemia
20480,204,Leukemia
20490,204,Leukemia
20490,204,Leukemia
20500,204,Leukemia
20500,204,Leukemia
20500,204,Leukemia
20501,204,Leukemia
20501,204,Leukemia
20501,204,Leukemia
20502,204,Leukemia
20502,204,Leukemia
20502,204,Leukemia
20510,204,Leukemia
20510,204,Leukemia
20510,204,Leukemia
20511,204,Leukemia
20511,204,Leukemia
20511,204,Leukemia
20512,204,Leukemia
20512,204,Leukemia
20512,204,Leukemia
20530,204,Leukemia
20530,204,Leukemia
20590,204,Leukemia
20590,204,Leukemia
20600,204,Leukemia
20600,204,Leukemia
20722,204,Leukemia
20780,204,Leukemia
20800,204,Leukemia
20890,204,Leukemia
20891,204,Leukemia
20903,159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum
20903,159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum
20917,153,Colorectal cancer
20917,153,Colorectal cancer
20920,195,"Cancer, suspected or other"
20921,165,Cancer within the respiratory system
20921,165,Cancer within the respiratory system
20925,159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum
20929,195,"Cancer, suspected or other"
20930,195,"Cancer, suspected or other"
20936,172,Skin cancer
20936,172,Skin cancer
20943,209,Neuroendocrine tumors
20951,208,Benign neoplasm of colon
20957,208,Benign neoplasm of colon
20961,209,Neuroendocrine tumors
20963,209,Neuroendocrine tumors
20969,209,Neuroendocrine tumors
20971,198,Secondary malignant neoplasm
20971,198,Secondary malignant neoplasm
20972,198,Secondary malignant neoplasm
20972,198,Secondary malignant neoplasm
20973,198,Secondary malignant neoplasm
20973,198,Secondary malignant neoplasm
20974,198,Secondary malignant neoplasm
20974,198,Secondary malignant neoplasm
20975,195,"Cancer, suspected or other"
20979,198,Secondary malignant neoplasm
2101,210,"Benign neoplasm of lip, oral cavity, and pharynx"
2102,210,"Benign neoplasm of lip, oral cavity, and pharynx"
2104,210,"Benign neoplasm of lip, oral cavity, and pharynx"
2110,211,Benign neoplasm of other parts of digestive system
2111,211,Benign neoplasm of other parts of digestive system
2112,211,Benign neoplasm of other parts of digestive system
2113,208,Benign neoplasm of colon
2114,208,Benign neoplasm of colon
2115,211,Benign neoplasm of other parts of digestive system
2116,211,Benign neoplasm of other parts of digestive system
2117,211,Benign neoplasm of other parts of digestive system
2118,211,Benign neoplasm of other parts of digestive system
2119,211,Benign neoplasm of other parts of digestive system
2120,212,Benign neoplasm of respiratory and intrathoracic organs
2121,212,Benign neoplasm of respiratory and intrathoracic organs
2122,212,Benign neoplasm of respiratory and intrathoracic organs
2123,212,Benign neoplasm of respiratory and intrathoracic organs
2125,212,Benign neoplasm of respiratory and intrathoracic organs
2126,212,Benign neoplasm of respiratory and intrathoracic organs
2127,212,Benign neoplasm of respiratory and intrathoracic organs
2130,213,Benign neoplasm of bone and articular cartilage
2132,213,Benign neoplasm of bone and articular cartilage
2137,213,Benign neoplasm of bone and articular cartilage
2140,214,Lipoma
2140,214,Lipoma
2141,214,Lipoma
2141,214,Lipoma
2142,214,Lipoma
2143,214,Lipoma
2144,214,Lipoma
2148,214,Lipoma
2149,214,Lipoma
2150,215,Other benign neoplasm of connective and other soft tissue
2153,215,Other benign neoplasm of connective and other soft tissue
2154,215,Other benign neoplasm of connective and other soft tissue
2155,215,Other benign neoplasm of connective and other soft tissue
2156,215,Other benign neoplasm of connective and other soft tissue
2161,216,Benign neoplasm of skin
2163,216,Benign neoplasm of skin
2164,216,Benign neoplasm of skin
2165,216,Benign neoplasm of skin
2166,216,Benign neoplasm of skin
2167,216,Benign neoplasm of skin
2169,216,Benign neoplasm of skin
217,610,Benign mammary dysplasias
217,610,Benign mammary dysplasias
2180,218,Benign neoplasm of uterus
2180,218,Benign neoplasm of uterus
2181,218,Benign neoplasm of uterus
2181,218,Benign neoplasm of uterus
2182,218,Benign neoplasm of uterus
2182,218,Benign neoplasm of uterus
2189,218,Benign neoplasm of uterus
